LOCATION CODE,REAL PROPERTY ASSET NAME,GSA REGION,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,BUILDING RENATABLE SQUARE FEET,CONSTRUCTION DATE,CONGRESSIONAL DISTRICT,CONGRESSIONAL DISTRICT REPRESENTATIVE NAME,BUILDING STATUS,REAL PROPERTY ASSET TYPE,,
MD0205,Ss Metro Center 1,11,1335 E West Hwy,Silver Spring,MD,20910,38.99336,-77.031591,157620.99,1987,2408,Jamie Raskin,Active,Building,,
OK1394,Ncr Building,7,7906 E 33Rd St,Tulsa,OK,74145,36.11363,-95.891481,9109,2000,4001,Kevin Hern,Active,Building,,
VA0853,Gunston Commerce,11,10720 Richmond Hwy,Lorton,VA,22079,38.67052,-77.239851,82923,2000,5111,Gerald Connolly,Active,Building,,
CA7811,20000 Mariner,9,20000 Mariner Ave,Torrance,CA,90503,33.8504009,-118.34965,14656,2000,643,Maxine Waters,Active,Building,,
NE1362,Lincoln Trade Ctr,6,5940 S 58Th St,Lincoln,NE,68516,40.75261,-96.640101,13814,2000,3101,Mike Flood,Active,Building,,
CT3400,Shaw'S Cove,1,5 Shaws Cv,New London,CT,6320,41.34568,-72.100711,1303,2000,902,Joe Courtney,Active,Building,,
CA7344,1111 Broadway,9,1111 Broadway,Oakland,CA,94607,37.80281,-122.2728,49284,1990,612,Barbara Lee,Active,Building,,
DC1450,St E; 25; Allison A,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,0,1899,1198,Eleanor Norton,Active,Building,,
NY7440,Salina Meadows Office Park,2,231 Salina Meadows Pkwy,Syracuse,NY,13212,43.1018,-76.162431,1973,2008,3622,Brandon Williams,Active,Building,,
SD1406,1818 Broadway,8,1818 Broadway Ave,Yankton,SD,57078,42.88671,-97.3961,3285,2000,4600,Dusty Johnson,Active,Building,,
KY2058,"Usgs Building, Louisville, Ky",4,9818 Bluegrass Pkwy,Louisville,KY,40299,38.22134,-85.571761,21950,2000,2103,Morgan McGarvey,Active,Building,,
CA7564,850 Industrial Street,9,850 Industrial St,Redding,CA,96002,40.57574,-122.35645,4081,1995,601,Doug LaMalfa,Active,Building,,
TX0979,Usbs Ysleta El Paso Truck Primary Inspection,7,797 S Zaragoza Rd,El Paso,TX,79907,31.669556,-106.33447,8016.92,2007,4823,Tony Gonzales,Active,Building,,
DC0331,500 E Street Sw -Itc,11,500 E St Sw,Washington,DC,20024,38.88296,-77.018871,206035,2000,1198,Eleanor Norton,Active,Building,,
NY7504,250 South Clinton Street,2,250 S Clinton St,Syracuse,NY,13202,43.04915,-76.154031,14548,1981,3622,Brandon Williams,Active,Building,,
MO1989,650 Gravois Bluffs Boulevard,6,650 Gravois Bluffs Blvd,Fenton,MO,63026,38.50795,-90.436631,12388,2009,2902,Ann Wagner,Active,Building,,
NY0815,Dla Garage-Scotia,2,1 Amsterdam Rd,Schenectady,NY,12302,42.8234,-73.959661,12966,1943,3620,Paul Tonko,Active,Building,,
HI7795,Harbor Square,9,707 Richards St,Honolulu,HI,96813,21.30539,-157.86212,0,2000,1501,Ed Case,Active,Structure,,
GA2401,1899 Powers Ferry Road,4,1899 Powers Ferry Rd Se,Atlanta,GA,30339,33.9072013,-84.464616,12658,2009,1311,Barry Loudermilk,Active,Building,,
VA3049,Johnson Center,3,460 E Main St,Abingdon,VA,24210,36.71393,-81.961991,6234,2000,5109,H. Griffith,Active,Building,,
MD1223,Wash Science Ctr 1&2,11,6001 Executive Blvd,Rockville,MD,20852,39.05028,-77.120586,153731,2000,2408,Jamie Raskin,Active,Building,,
NE1332,North Platte Regional Airport,6,5400 East Lee Bird Drive,North Platte,NE,69101,41.1273962,-100.69256,519,2006,3103,Adrian Smith,Active,Building,,
MO1930,Lambert-St. Louis,6,10701 Lambert International Blvd,St. Louis,MO,63145,38.7414381,-90.36479,7879,2000,2901,Cori Bush,Active,Building,,
GA2241,Dept. Of Defense - Ed Activity,4,700 Westpark Dr,Peachtree City,GA,30269,33.40288,-84.591461,48746,2000,1303,A. Ferguson,Active,Building,,
NY7030,Vassar Main Bldg,2,191 Main St,Poughkeepsie,NY,12601,41.70521,-73.931951,6255,2000,3618,Patrick Ryan,Active,Building,,
NM1453,Laguna Tribal Councl,7,13 Rodeo Dr.,Laguna,NM,87026,35.0402751,-107.3717094,2246,2000,3502,Gabe Vasquez,Active,Building,,
TN2323,Brick Church Park Drive,4,501 Brick Church Park Dr,Nashville,TN,37207,36.22515,-86.786821,23350,2000,4707,Mark Green,Active,Building,,
AL1011,Dot/Irs Dothan,4,1801 Honeysuckle Rd,Dothan,AL,36305,31.2031351,-85.434687,3804,2024,102,Barry Moore,Active,Building,,
DC0115,Hubert Humphrey Bldg,11,200 Independence Ave Sw,Washington,DC,20201,38.88675,-77.014481,754551.27,1976,1198,Eleanor Norton,Active,Building,,
NY7598,Corporate Center Three #2- Staten Island,2,1441 South Ave,Staten Island,NY,10314,40.6043674,-74.182129,10961,2019,3611,Nicole Malliotakis,Active,Building,,
FL1407,Woodcrest Office Park Bldg K,4,325 John Knox Rd,Tallahassee,FL,32303,30.472146,-84.285662,10635,2000,1202,Neal Dunn,Active,Building,,
MD1055,North Branch Industrial Comple,3,11601 Ppg Rd,Cumberland,MD,21502,39.59072,-78.745451,500000,2000,2406,David Trone,Active,Building,,
TN2177,Nashville International Airpor,4,1 Terminal Dr,Nashville,TN,37214,36.131229,-86.669627,16085,2000,4706,John Rose,Active,Building,,
TX0708,Usbs Fort Hancock Maintanence Contractor Office,7,Termination Of Fm 1088,Ft Hancock,TX,79839,31.275265,-105.85321,186.21,2003,4823,Tony Gonzales,Active,Building,,
WA7829,Kitsap Social Security Bldg,10,9594 Mickelberry Rd Nw,Silverdale,WA,98383,47.650177,-122.68077,11417,2000,5306,Derek Kilmer,Active,Building,,
PA0494,John And Joan Mullen Building,3,7 Campus Blvd,Newtown Square,PA,19073,39.97839,-75.413961,9120,2000,4205,Mary Scanlon,Active,Building,,
OK0099,Okc Federal Parking Garage,7,200 Nw 5Th St,Oklahoma City,OK,73102,35.472753,-97.517057,8245.48,1977,4005,Stephanie Bice,Active,Structure,,
GA2271,Shackleford Rd. Bldg,4,4365 Shackleford Rd,Norcross,GA,30093,33.93838,-84.153111,21034,2000,1307,Lucy McBath,Active,Building,,
ID4420,Blm Marsing,10,S Bruneau Hwy,Marsing,ID,83639,43.524265,-116.78667,8576,2000,1601,Russ Fulcher,Active,Building,,
TX0701,Labranch Federal Bldg,7,2320 La Branch St,Houston,TX,77004,29.74449,-95.368881,75584.72,1946,4818,Sheila Jackson Lee,Active,Building,,
ND1251,Roosevelt Office Park Building,8,221 2Nd St Nw,Devils Lake,ND,58301,48.11011,-98.8676,7270,1998,3800,Kelly Armstrong,Active,Building,,
OH2469,Milford Corporate Center,5,77 Milford Dr,Hudson,OH,44236,41.237638,-81.447369,0,2000,3913,Emilia Sykes,Active,Building,,
IL2332,Star Cres Building,5,1830 2Nd Ave,Rock Island,IL,61201,41.51072,-90.573631,2600,2000,1717,Eric Sorensen,Active,Building,,
KS1580,1374 K20 Hwy,6,1374 Highway K20,Horton,KS,66439,39.6673616,-95.550332,6500,2000,2002,Jake LaTurner,Active,Building,,
NY6464,237 West 48Th Street,2,237 W 48Th St,New York,NY,10036,40.760847,-73.986183,25000,2000,3612,Jerrold Nadler,Active,Building,,
CA8513,Pacific Vista,9,25520 Commercentre Dr,Lake Forest,CA,92630,33.6627361,-117.6857685,75416.21,2023,640,Young Kim,Active,Building,,
FL2531,Spring Lake Business Center,4,8659 Baypine Rd,Jacksonville,FL,32256,30.22775,-81.577891,5290,2000,1205,John Rutherford,Active,Building,,
CO1915,Drake Professional Building,8,5400 W 11Th St,Greeley,CO,80634,40.41941,-104.771,10510,1997,808,Yadira Caraveo,Active,Building,,
TX0550,Usbs Los Tomates Brownsville Prim/Sec Inspection,7,3300 S. Expressway 77/83,Brownsville,TX,78521,25.889439,-97.475951,34296.26,1999,4834,Vicente Gonzalez,Active,Structure,,
MI0407,Non-Intrusive Inspection Gantry Building,5,2810 W Fort St,Detroit,MI,48216,42.31822,-83.077421,5577.11,2013,2613,Shri Thanedar,Active,Building,,
PA0915,500 Grant Ave,3,500 Grant Ave,East Butler,PA,16029,40.8749447,-79.840552,13991,2000,4216,Mike Kelly,Active,Building,,
TX2226,"Lucius D. Bunton, Iii United States Courthouse",7,410 S Cedar St,Pecos,TX,79772,31.42459,-103.49336,36001,2000,4823,Tony Gonzales,Active,Building,,
TX0697,Usbs Gateway Brownsville Empty Truck Inspection,7,1500 E Elizabeth St,Brownsville,TX,78520,25.897841,-97.495614,2528.25,1969,4834,Vicente Gonzalez,Active,Structure,,
OK1547,Tulsa Federal Building - Annex,7,1645 S 101St East Ave,Tulsa,OK,74128,36.1406714,-95.86453,12580,1994,4001,Kevin Hern,Active,Building,,
WA7981,Newport Shores Vista,10,12010 Se 32Nd St,Bellevue,WA,98005,47.5829537,-122.17827,10500,2009,5309,Adam Smith,Active,Building,,
AZ0632,Brdr Patl Sect Hq Ga,9,1970 W Ajo Way,Tucson,AZ,85713,32.17857,-111.00699,6057.64,1965,407,Raul Grijalva,Active,Building,,
MD1007,Bwi Corporate Center 1,3,801 International Dr,Linthicum Heights,MD,21090,39.20584,-76.670981,65551,2000,2403,John Sarbanes,Active,Building,,
LA1541,2875 Derek Drive,7,2875 Derek Dr,Lake Charles,LA,70607,30.1934912,-93.176468,3500,2000,2203,Clay Higgins,Active,Building,,
SD1328,Watertown Muni Airport Term'L,8,550 E. Airport Drive,Watertown,SD,57201,44.92134,-97.1612,526,2000,4600,Dusty Johnson,Active,Building,,
VT0059,"Lpoe Fda Bldg., Highgate Springs",1,462 Welcome Center Road,Highgate Springs,VT,5460,45.011278,-73.087489,4328.16,2005,5000,Becca Balint,Active,Building,,
CA7641,910 Cirby Way,9,910 Cirby Way,Roseville,CA,95661,38.7294657,-121.27631,23290,2006,603,Kevin Kiley,Active,Building,,
WA7751,Cascade Bldg,10,107 S 7Th Ave,Yakima,WA,98902,46.5978324,-120.51675,0,2000,5304,Dan Newhouse,Active,Building,,
DC0124,734 Jackson,11,734 Jackson Pl Nw,Washington,DC,20006,38.89968,-77.038401,3319.31,1878,1198,Eleanor Norton,Active,Building,,
CT3421,Stamford Government Center,1,888 Washington Street,Stamford,CT,6901,41.05244,-73.54231,1380,2009,904,James Himes,Active,Building,,
TX2826,2250 West John Carpenter Freew,7,2250 W John Carpenter Fwy,Irving,TX,75063,32.9004679,-96.982129,26908,1996,4833,Marc Veasey,Active,Building,,
FL0501,Cbp-Building #1,4,4505 Judge Rd,Orlando,FL,32812,28.4659678,-81.331592,39832,2000,1209,Darren Soto,Active,Building,,
MO1939,16 Sunnen Drive,6,15 Sunnen Dr,St. Louis,MO,63143,38.6073308,-90.330801,5918,2000,2902,Ann Wagner,Active,Building,,
KY2096,"Government Building, Bowling Green, Ky",4,1013 Morgantown Rd,Bowling Green,KY,42101,36.98867,-86.480261,4814,2000,2102,Brett Guthrie,Active,Building,,
IA0087,Sioux City Federal Building And U.S. Courthouse,6,320 6Th St,Sioux City,IA,51101,42.49602,-96.407141,96516.96,1934,1904,Randy Feenstra,Active,Building,,
VA0354,Rosslyn Metro Ctr,11,1700 N Moore St,Arlington,VA,22209,38.89546,-77.071721,128834,2000,5108,Donald Beyer,Active,Building,,
MA5893,115-117 Freeport Street,1,115-117 Freeport Street,Boston,MA,2122,42.304926,-71.056709,15050,2000,2507,Ayanna Pressley,Active,Building,,
IL0200,Fed Bldg-Po-Us Cthse,5,301 W Main St,Benton,IL,62812,37.996819,-88.922702,35555.38,1959,1712,Mike Bost,Active,Building,,
OK1472,First Nation Office Park,7,308 Creek Pl,Okmulgee,OK,74447,35.642156,-95.975482,5694,2000,4002,Josh Brecheen,Active,Building,,
TX0695,Usbs Gateway Brownsville Kennels,7,1500 E Elizabeth St,Brownsville,TX,78520,25.898183,-97.495373,3436.39,1968,4834,Vicente Gonzalez,Active,Building,,
CA8300,4540 Duckhorn Drive,9,4540 Duckhorn Dr,Sacramento,CA,95834,38.6536,-121.53349,12749,2000,606,Ami Bera,Active,Building,,
IN1880,Indiana U Mauer School Of Law,5,211 S Indiana Ave,Bloomington,IN,47405,39.165374,-86.526859,2623,1953,1809,Erin Houchin,Active,Building,,
WV0316,1100 Hendrickson Drive,3,1100 Hendrickson Dr,South Charleston,WV,25303,38.3530347,-81.708124,8592,2000,5401,Carol Miller,Active,Building,,
IL2487,Esplanade V At Locust Point,5,3250 Lacey Rd,Downers Grove,IL,60515,41.82883,-88.032381,11716,2000,1706,Sean Casten,Active,Building,,
MI2085,Alpena Ssa Office,5,111 N 4Th Ave,Alpena,MI,49707,45.06462,-83.435521,4659,2000,2601,Jack Bergman,Active,Building,,
WI1634,780 Regent,5,780 Regent St,Madison,WI,53715,43.06842,-89.398511,9304,2000,5502,Mark Pocan,Active,Building,,
CA8388,22830 Foresthill Road,9,22830 Foresthill Rd,Foresthill,CA,95631,39.010428,-120.84532,6830,2000,603,Kevin Kiley,Active,Building,,
TX0971,Usbs Ysleta El Paso Primary/Secondary Inspection,7,797 S Zaragoza Rd,El Paso,TX,79907,31.672536,-106.33516,34805.66,1991,4823,Tony Gonzales,Active,Structure,,
FL0004,Joseph Woodrow Hatchett Federal Building And Courthouse,4,111 N Adams St,Tallahassee,FL,32301,30.442433,-84.281927,143925.32,2000,1202,Neal Dunn,Active,Building,,
WI1732,Fond Du Lac Ssa Office Buildin,5,180 Knights Way,Fond Du Lac,WI,54935,43.74481,-88.442721,6114,2000,5506,Glenn Grothman,Active,Building,,
AZ0354,Mariposa Lpoe - Seizure Vault,9,200 N Mariposa Rd,Nogales,AZ,85621,31.3351254,-110.9677,10450.79,2012,407,Raul Grijalva,Active,Building,,
MD1129,Annapolis Corporate Park,3,185 Harry S Truman Pkwy,Annapolis,MD,21401,38.9812953,-76.561768,6908,2000,2403,John Sarbanes,Active,Building,,
TX0521,Bpsh Marfa Admin Bldg,7,300 West Madrid Street,Marfa,TX,79843,30.303874,-104.02325,8482.35,1977,4823,Tony Gonzales,Active,Building,,
CA7368,Eop - The Tower,9,10940 Wilshire Blvd,Los Angeles,CA,90024,34.05787,-118.44496,6027,1988,632,Brad Sherman,Active,Building,,
CA7812,Gsa Hayward,9,2412 American Ave,Hayward,CA,94545,37.64608,-122.12709,15930,2000,614,Eric Swalwell,Active,Building,,
AL2393,5123 Research Dr Nw,4,5123 Research Dr Nw,Huntsville,AL,35805,34.73266,-86.668611,13670,2011,105,Dale Strong,Active,Building,,
CO1870,Chancery,8,1120 Lincoln St,Denver,CO,80203,39.73438,-104.986,13957,2000,801,Diana DeGette,Active,Building,,
MI2191,Fairlane Plaza North,5,290 Town Center Dr,Dearborn,MI,48126,42.3201785,-83.221076,7600,2000,2612,Rashida Tlaib,Active,Building,,
CA5938,Pac Prof Ctr,9,555 W Beech St,San Diego,CA,92101,32.72065,-117.16783,5835,1982,650,Scott Peters,Active,Building,,
MO1805,Gladstone Bldg,6,6910 N Holmes St,Gladstone,MO,64118,39.22041,-94.572131,4193.3,2000,2905,Emanuel Cleaver,Active,Building,,
IA1536,"305 2Nd Street Se, Suite 200",6,305 2Nd St Se,Cedar Rapids,IA,52401,41.97663,-91.666921,1750,1929,1902,Ashley Hinson,Active,Building,,
VA0906,Reston Sunrise I,11,12200 Sunrise Valley Dr,Reston,VA,20191,38.95028,-77.366511,57644,2000,5111,Gerald Connolly,Active,Building,,
OH0192,A J Celebrezze Fb,5,1240 E 9Th St,Cleveland,OH,44114,41.5052,-81.691581,1194675.39,1966,3911,Shontel Brown,Active,Building,,
NC1327,Morehead Square,4,1001 Morehead Square Dr,Charlotte,NC,28203,35.219943,-80.850551,2117,2000,3714,Jeff Jackson,Active,Building,,
TX2491,Dfw International Airport,7,2040 N. International Parkway,Irving,TX,75062,32.836833,-96.89665,13624,2000,4806,Jake Ellzey,Active,Building,,
FL3250,West Nast Blvd Bldg.,4,1715 W Nasa Blvd,Melbourne,FL,32901,28.0925697,-80.651974,21284,2010,1208,Bill Posey,Active,Building,,
TX2677,Williamburg Village Shopping C,7,3010 Williams Dr,Georgetown,TX,78628,30.6628416,-97.691871,7978,2002,4831,John Carter,Active,Building,,
TX2754,1810 Hale Avenue,7,1810 Hale Ave,Harlingen,TX,78550,26.1658455,-97.677062,12024,2005,4834,Vicente Gonzalez,Active,Building,,
CO1987,"Centre Tech I, Llc",8,2301 Research Blvd,Fort Collins,CO,80526,40.55604,-105.088,7803,2000,802,Joe Neguse,Active,Building,,
HI8292,"91-329 Kauhi St, Unit 100",9,91-329 Kauhi St,Kapolei,HI,96707,21.30816,-158.0954,12300,2010,1502,Jill Tokuda,Active,Building,,
WI1697,Wisconsin Rapids Wi Social Security Administration,5,2213 8Th St S,Wisconsin Rapids,WI,54494,44.374309,-89.815746,6966,2000,5503,Derrick Van Orden,Active,Building,,
CA0624,Andrade Headhouse - Andrade Lpoe,9,235 Andrade Rd,Winterhaven,CA,92283,32.7184427,-114.7282,442.36,2014,625,Raul Ruiz,Active,Building,,
MA1855,Stanley Uxbridge Mall,1,146 Mendon St,Uxbridge,MA,1569,42.0799,-71.620341,4852,2000,2502,James McGovern,Active,Building,,
IL2452,Palos Hills Il Social Security Administration,5,10718 S Roberts Rd,Palos Hills,IL,60465,41.69596,-87.817681,9331,2002,1706,Sean Casten,Active,Building,,
WA0102,Seattle Us District Courthouse,10,700 Stewart St,Seattle,WA,98101,47.6150311,-122.336712,561996.33,2004,5307,Pramila Jayapal,Active,Building,,
OR6621,Lombard Commercial Building,10,11975 Sw 2Nd St,Beaverton,OR,97005,45.4852448,-122.79995,12252,2000,4101,Suzanne Bonamici,Active,Building,,
TN2189,Sparks Companies Bldg.,4,775 Ridge Lake Blvd,Memphis,TN,38120,35.111,-89.868721,8763,2000,4708,David Kustoff,Active,Building,,
OH0028,Potter Stewart U.S. Courthouse,5,100 E 5Th St,Cincinnati,OH,45202,39.101372,-84.511307,437201.46,1938,3901,Greg Landsman,Active,Building,,
TX2641,San Antonio Field Office,7,5740 University Hts,San Antonio,TX,78249,29.57013,-98.597041,148584,2000,4820,Joaquin Castro,Active,Building,,
CA7255,Cl Properties Iii,9,1243 N St,Fresno,CA,93721,36.73925,-119.78929,16955,2000,621,Jim Costa,Active,Building,,
MP7613,Francisco C. Ada International Airport,9,Saipan International Airport,Saipan Island,MP,96950,15.12113,145.72154,2624,1992,6998,Gregorio Sablan,Active,Building,,
TX8016,Usbs Colombia Laredo Site,7,Termination Sh-255,Laredo,TX,78040,27.701114,-99.743143,0,1991,4828,Henry Cuellar,Active,Building,,
MD0352,8501T Muirkirk Rd,11,8501T Muirkirk Rd,Laurel,MD,20708,39.055894,-76.859554,3383.8,1996,2404,Glenn Ivey,Active,Building,,
PR4062,"El Monte Town Center, 652Munoz Rivera Ave. San Juan Pr 00918",2,652 Munoz Rivera Ave,San Juan,PR,918,18.40944,-66.057179,50046.68,1967,7298,Jenniffer Gonzalez-Colon,Active,Building,,
TX0568,Usbs B&M Brownsville Exit Booth,7,1300 Mexico Blvd,Brownsville,TX,78520,25.894559,-97.505168,30.2,1991,4834,Vicente Gonzalez,Active,Building,,
CA8193,1640 S. Sepulveda Blvd,9,1640 S Sepulveda Blvd,Los Angeles,CA,90025,34.04873,-118.44479,3564,2000,632,Brad Sherman,Active,Building,,
MI3024,806 Hastings Street,5,806 Hastings St,Traverse City,MI,49686,44.75352,-85.593361,589,2008,2601,Jack Bergman,Active,Building,,
VA0543,Thomas Mason Building,3,105 Franklin Rd Sw,Roanoke,VA,24011,37.26941,-79.942931,22431,2000,5106,Ben Cline,Active,Building,,
FL2971,Airport Executive C,4,2203 N Lois Ave,Tampa,FL,33607,27.9611671,-82.513728,65073,2000,1214,Kathy Castor,Active,Building,,
VA0610,Greenbriar Office Park,3,1600 N Coalter St,Staunton,VA,24401,38.16823,-79.052171,5500,2000,5106,Ben Cline,Active,Building,,
VA0638,Wells Fargo Center 330 Cummings Street Suite A,3,330 Cummings St,Abingdon,VA,24210,36.7075217,-81.97604,5438,2000,5109,H. Griffith,Active,Building,,
OK0503,Gsa Pmd Center Warehouse,7,2800 S Eastern Ave,Oklahoma City,OK,73129,35.437253,-97.475951,10567.06,1942,4003,Frank Lucas,Active,Building,,
CO0660,Dfc Bldg 94,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.7161,-105.125,22342.8,1992,807,Brittany Pettersen,Active,Building,,
NJ0509,Bldg 0509 Fire P Hse,3,152 Us Highway 206 South,Somerville,NJ,8844,40.5899818,-74.702691,1674,1952,3407,Thomas Kean,Excess,Building,,
TX2698,16200 Dillard Drive,7,16200 Dillard Dr,Houston,TX,77040,29.87996,-95.564541,31504,2009,4838,Wesley Hunt,Active,Building,,
MD1881,5900 Capital Gateway Drive,11,Capital Gateway Dr,Suitland,MD,20746,38.830423,-76.911317,574767,2020,2404,Glenn Ivey,Active,Building,,
SD1359,Courthouse Square - Sioux Falls,8,325 S 1St Ave,Sioux Falls,SD,57104,43.54372,-96.7258,42572,2000,4600,Dusty Johnson,Active,Building,,
WY0004,Louisa Swain Federal Office Building,8,308 W 21St St,Cheyenne,WY,82001,41.1368,-104.82,29723.43,1933,5600,Harriet Hageman,Active,Building,,
DC0068,The Portals Ph Iii,11,1201 Maryland Ave Sw,Washington,DC,20024,38.88468,-77.029411,185195,2000,1198,Eleanor Norton,Active,Building,,
NY7370,111 Eighth Avenue,2,111 8Th Ave,New York,NY,10011,40.74084,-74.001971,0,2000,3610,Daniel Goldman,Active,Structure,,
VA0827,Patriots Park,11,12310 Sunrise Valley Dr,Reston,VA,20191,38.94957,-77.374961,523482,2009,5111,Gerald Connolly,Active,Building,,
VA0483,Pembroke Five,3,293 Independence Blvd,Virginia Beach,VA,23462,36.8433592,-76.136987,10066,2000,5102,Jennifer Kiggans,Active,Building,,
AL1013,Selfield Fema Land,4,661 Selfield Rd,Selma,AL,36703,32.4362898,-86.9458429,0,,107,Terri Sewell,Active,Land,,
WI1797,11425 Lake Park Drive,5,11425 W Lake Park Dr,Milwaukee,WI,53224,43.15829,-88.053731,8741,2000,5504,Gwen Moore,Active,Building,,
CA0269,Omlpoe Commercial Export Inspection,9,9777 Via De La Amistad,San Diego,CA,92154,32.5528726,-116.9357,69839.12,1984,652,Juan Vargas,Active,Building,,
KS1574,Salina Municipal Airport,6,3237 Arnold Ave,Salina,KS,67401,38.7813,-97.639471,674,2000,2001,Tracey Mann,Active,Building,,
GA0650,Fed Regional Ctr,4,436 S Pinetree Blvd,Thomasville,GA,31792,30.8126439,-83.986986,34631.34,1972,1302,Sanford Bishop,Active,Building,,
OR0002,"Post Office - Astoria, Or",10,750 Commercial St,Astoria,OR,97103,46.1893481,-123.83514,1031,1933,4101,Suzanne Bonamici,Active,Building,,
CA6918,Prospect Park West,9,3046 Prospect Park Dr,Rancho Cordova,CA,95670,38.5915887,-121.27642,39313,2000,606,Ami Bera,Active,Building,,
CA8420,Centerpointe La Palma,9,4 Centerpointe Dr,La Palma,CA,90623,33.85943,-118.03,18096,2000,645,Michelle Steel,Active,Building,,
AZ7976,Riverfront Plaza Offices,9,1360 W Irvington Rd,Tucson,AZ,85746,32.16458,-110.99372,4725,1992,407,Raul Grijalva,Active,Building,,
IL1914,The Midwest Building,5,306 W Eldorado St,Decatur,IL,62522,39.84606,-88.959351,3971,2000,1713,Nikki Budzinski,Active,Building,,
MA5847,One Progress Way,1,1 Progress Way,Wilmington,MA,1887,42.52976,-71.139171,49950,2000,2506,Seth Moulton,Active,Building,,
CO2109,Denver West Bldg 54,8,13922 Denver West Pkwy,Lakewood,CO,80401,39.74485,-105.154,63289,1982,807,Brittany Pettersen,Active,Building,,
CA8380,Polvorosa,9,2435 Polvorosa Dr,San Leandro,CA,94577,37.71023,-122.1884,100784,2000,612,Barbara Lee,Active,Building,,
NJ4563,Gateway Ii,2,2 Gateway Ctr,Newark,NJ,7102,40.7354475,-74.164102,16903,2000,3408,Robert Menendez,Active,Building,,
